id_pedido	fecha	dia_semana	punto_venta	turno	tipo_pizza	tiempo_preparacion	tiempo_entrega	temperatura_salida	errores_pedido	satisfaccion_cliente
P00595	2025-11-09	domingo	A	Tarde	Pepperoni	10.6	28.1	212.2	0	Bueno
P00596	2025-09-13	sábado	A	Tarde	Vegetariana	10.7	30.7	211.1	1	Regular
P00597	2025-08-19	martes	A	Noche	Pepperoni	12.8	28	209.3	0	Bueno
P00598	2025-03-19	miércoles	B	Tarde	Vegetariana	12.2	25.2	210.9	0	Bueno
P00599	2025-01-01	miércoles	B	Tarde	Pepperoni	14.7	21	213.8	0	Bueno
P00600	2025-05-15	jueves	A	Noche	Pepperoni	11.6	29.3	209.3	1	Bueno
P00601	2025-09-28	domingo	A	Tarde	Pepperoni	11.9	24.3	207.3	0	Regular
P00602	2025-03-26	miércoles	A	Tarde	Pollo BBQ	15.1	27.9	200	0	Malo
P00603	2025-04-30	miércoles	A	Tarde	Pepperoni	12.2	26.9	204.7	1	Bueno
P00604	2025-01-12	domingo	A	Mañana	Hawaiana	11.8	24.5	218.4	2	Regular
P00605	2025-08-19	martes	A	Tarde	Vegetariana	11.9	28.7	209.3	1	Bueno
P00606	2025-08-19	martes	A	Noche	Vegetariana	11.1	30	197.3	0	Regular
P00607	2025-11-30	domingo	A	Tarde	Hawaiana	14.4	35.8	220.3	1	Bueno
P00608	2025-02-25	martes	A	Noche	Pollo BBQ	9.6	26.7	202.9	0	Bueno
P00609	2025-09-24	miércoles	A	Noche	Pollo BBQ	9.3	30.7	205.3	0	Regular
P00610	2025-07-15	martes	A	Tarde	Pepperoni	10.7	25.8	196.5	0	Bueno
P00611	2025-03-25	martes	A	Tarde	Pepperoni	11.4	29.8	210.2	0	Regular
P00612	2025-06-04	miércoles	A	Tarde	Pollo BBQ	13.4	33.7	202.7	0	Bueno
P00613	2025-08-30	sábado	A	Mañana	Vegetariana	13.1	29.3	216.4	0	Regular
P00614	2025-02-22	sábado	A	Tarde	Hawaiana	13.4	34	216.5	0	Regular
P00615	2025-09-05	viernes	A	Tarde	Vegetariana	13.7	28.9	211.2	0	Bueno
P00616	2025-03-19	miércoles	B	Mañana	Vegetariana	10.1	20.3	208.5	0	Bueno
P00617	2025-07-13	domingo	A	Tarde	Vegetariana	12.9	26.9	209.8	1	Bueno
P00618	2025-01-20	lunes	A	Mañana	Hawaiana	10.9	26.2	210.7	0	Regular
P00619	2025-07-13	domingo	A	Tarde	Hawaiana	9.7	23.8	208.1	0	Bueno
P00620	2025-07-06	domingo	A	Noche	Vegetariana	13.1	22.6	207.5	0	Bueno
P00621	2025-08-07	jueves	A	Tarde	Hawaiana	14.5	21.3	203.3	0	Regular
P00622	2025-04-15	martes	B	Tarde	Pepperoni	7.6	16.8	209.5	1	Bueno
P00623	2025-12-28	domingo	A	Noche	Pollo BBQ	14.1	27.1	217.2	0	Bueno
P00624	2025-12-13	sábado	A	Noche	Hawaiana	12.8	25.1	213.8	0	Bueno
P00625	2025-09-24	miércoles	A	Noche	Pollo BBQ	11.1	26.6	210.4	2	Bueno
P00626	2025-12-14	domingo	A	Noche	Vegetariana	10.4	29.1	214.8	1	Bueno
P00627	2025-06-17	martes	A	Mañana	Hawaiana	10.2	26.2	220.5	0	Bueno
P00628	2025-10-30	jueves	A	Tarde	Hawaiana	11.3	34	210.5	0	Bueno
P00629	2025-06-03	martes	A	Tarde	Vegetariana	14.6	34.2	216.9	0	Bueno
P00630	2025-01-12	domingo	A	Tarde	Vegetariana	13.1	16.5	189.8	0	Bueno
P00631	2025-07-10	jueves	A	Noche	Hawaiana	11.3	26.9	210	0	Regular
P00632	2025-10-20	lunes	A	Mañana	Vegetariana	7.6	19.1	217.3	0	Bueno
P00633	2025-09-13	sábado	A	Noche	Vegetariana	13.2	33.1	207.8	0	Bueno
P00634	2025-09-05	viernes	A	Noche	Vegetariana	14.2	26.9	203.6	1	Bueno
P00635	2025-12-06	sábado	A	Mañana	Pepperoni	12.8	34.7	210.4	0	Regular
P00636	2025-04-18	viernes	A	Tarde	Pollo BBQ	11.6	22.2	218.7	0	Bueno
P00637	2025-07-20	domingo	A	Noche	Hawaiana	13	21.4	210.3	0	Bueno
P00638	2025-01-25	sábado	A	Mañana	Vegetariana	14.7	28.7	213.4	0	Bueno
P00639	2025-11-05	miércoles	A	Noche	Hawaiana	12.1	18.5	204.2	1	Bueno
P00640	2025-06-08	domingo	A	Noche	Vegetariana	13.5	22.4	211.3	1	Regular
P00641	2025-12-19	viernes	A	Noche	Vegetariana	10.6	26.1	207.6	0	Bueno
P00642	2025-10-16	jueves	A	Tarde	Hawaiana	12.1	21.4	221.8	1	Bueno
P00643	2025-12-28	domingo	B	Mañana	Pepperoni	10.4	24.9	211.8	1	Bueno
P00644	2025-05-06	martes	A	Tarde	Pollo BBQ	15.4	22.2	196.5	0	Bueno
P00645	2025-07-12	sábado	A	Noche	Vegetariana	11.8	25.2	209.1	0	Bueno
P00646	2025-05-18	domingo	A	Noche	Hawaiana	14.4	29.1	206.7	0	Regular
P00647	2025-04-06	domingo	A	Tarde	Pollo BBQ	8.8	21.1	213.7	0	Regular
P00648	2025-09-02	martes	A	Tarde	Pepperoni	13.6	27.8	206.5	0	Regular
P00649	2025-05-19	lunes	A	Noche	Pepperoni	12.8	19.2	209.9	0	Bueno
P00650	2025-10-17	viernes	A	Tarde	Vegetariana	13.2	24.9	201.7	0	Bueno
P00651	2025-03-17	lunes	A	Mañana	Pollo BBQ	12.3	32.2	208	0	Regular
P00652	2025-04-25	viernes	A	Tarde	Hawaiana	12.5	31.6	208.1	0	Bueno
P00653	2025-07-15	martes	A	Noche	Hawaiana	13.4	24.6	216.1	0	Bueno
P00654	2025-09-21	domingo	A	Noche	Pollo BBQ	15.3	32.7	207	0	Regular
P00655	2025-05-02	viernes	B	Mañana	Hawaiana	12.5	21.3	212.5	0	Bueno
P00656	2025-04-18	viernes	A	Tarde	Pollo BBQ	17.7	25.7	197.4	0	Bueno
P00657	2025-10-08	miércoles	A	Noche	Pepperoni	11	22.9	210.5	0	Malo
P00658	2025-05-16	viernes	A	Noche	Pepperoni	11.6	30	212.3	0	Regular
P00659	2025-12-20	sábado	A	Noche	Vegetariana	12.5	25.3	209.8	0	Regular
P00660	2025-04-11	viernes	A	Noche	Vegetariana	10.7	23.3	217.2	0	Bueno
P00661	2025-07-13	domingo	B	Mañana	Pollo BBQ	14	22	209.1	1	Regular
P00662	2025-07-09	miércoles	A	Noche	Pollo BBQ	11.2	23.2	198.4	2	Bueno
P00663	2025-05-20	martes	A	Mañana	Pepperoni	10.8	26.4	214.4	0	Regular
P00664	2025-08-26	martes	A	Noche	Hawaiana	11.1	21.7	216.5	0	Regular
P00665	2025-05-20	martes	A	Noche	Vegetariana	11.3	21.2	219.5	0	Bueno
P00666	2025-09-23	martes	A	Tarde	Vegetariana	10.4	30.7	210.3	0	Bueno
P00667	2025-01-05	domingo	A	Mañana	Pepperoni	13.5	35.8	209.4	0	Bueno
P00668	2025-02-08	sábado	A	Noche	Pepperoni	13.2	20.6	207.1	2	Bueno
P00669	2025-12-18	jueves	A	Tarde	Pepperoni	12.3	22.6	204.6	0	Bueno
P00670	2025-12-06	sábado	A	Mañana	Hawaiana	13.2	24.4	223.8	0	Bueno
P00671	2025-08-10	domingo	A	Tarde	Pollo BBQ	11.7	17.1	206.1	0	Bueno
P00672	2025-05-17	sábado	A	Tarde	Pepperoni	10	17.8	209	0	Bueno
P00673	2025-05-31	sábado	A	Tarde	Pollo BBQ	9	26.8	221	0	Bueno
P00674	2025-03-25	martes	A	Tarde	Vegetariana	11.2	24.3	210.2	0	Bueno
P00675	2025-10-12	domingo	A	Mañana	Hawaiana	12.9	30.5	216.3	0	Bueno
P00676	2025-06-06	viernes	A	Noche	Pepperoni	16.3	34.6	204	0	Regular
P00677	2025-09-02	martes	A	Noche	Vegetariana	17.4	36.1	199.8	0	Bueno
P00678	2025-12-22	lunes	A	Noche	Pepperoni	11.4	22.8	201.1	0	Bueno
P00679	2025-11-07	viernes	A	Tarde	Vegetariana	13.1	34.4	206.5	1	Regular
P00680	2025-01-12	domingo	A	Tarde	Pepperoni	11.9	22	200.8	0	Regular
P00681	2025-06-01	domingo	A	Mañana	Hawaiana	12.3	22.4	204.2	0	Regular
P00682	2025-04-27	domingo	A	Noche	Vegetariana	11.5	31.3	217	0	Bueno
P00683	2025-05-21	miércoles	A	Tarde	Vegetariana	12.2	25.4	202.1	1	Bueno
P00684	2025-03-09	domingo	A	Noche	Hawaiana	10.4	23.3	217.6	0	Regular
P00685	2025-04-11	viernes	B	Tarde	Vegetariana	13.4	29	216.6	0	Regular
P00686	2025-01-21	martes	A	Noche	Vegetariana	12.4	30.8	211.4	0	Bueno
P00687	2025-11-03	lunes	A	Noche	Hawaiana	12.1	18.8	203.9	0	Bueno
P00688	2025-01-29	miércoles	A	Mañana	Pepperoni	11.1	23.6	218.6	0	Bueno
P00689	2025-07-11	viernes	A	Noche	Pollo BBQ	15	37.5	204	0	Bueno
P00690	2025-05-27	martes	A	Tarde	Pepperoni	12	24.5	213.9	0	Bueno
P00691	2025-12-02	martes	A	Tarde	Vegetariana	10.3	25.7	202.9	1	Regular
P00692	2025-05-18	domingo	A	Tarde	Vegetariana	10.3	17.6	203	0	Bueno
P00693	2025-04-25	viernes	A	Noche	Pepperoni	9.6	27	201.1	0	Bueno
P00694	2025-11-15	sábado	A	Noche	Hawaiana	11.6	25	207.6	0	Regular
P00695	2025-03-11	martes	A	Noche	Pollo BBQ	13.8	28.3	201.5	1	Bueno
P00696	2025-02-07	viernes	A	Tarde	Vegetariana	13.4	30.3	206.3	0	Regular
P00697	2025-01-26	domingo	A	Noche	Pollo BBQ	13.5	29.5	203.6	0	Regular
P00698	2025-01-14	martes	A	Noche	Pepperoni	15.7	32.3	206.4	0	Bueno
P00699	2025-05-14	miércoles	A	Tarde	Hawaiana	11.4	24.7	216.1	1	Bueno
P00700	2025-07-10	jueves	A	Tarde	Hawaiana	9.6	22.2	206.4	0	Bueno
P00701	2025-02-16	domingo	A	Noche	Pepperoni	9.9	29.3	221.3	0	Bueno
P00702	2025-08-03	domingo	B	Tarde	Pollo BBQ	11.7	21.8	210.2	0	Bueno
P00703	2025-08-03	domingo	A	Tarde	Pepperoni	9.3	29.3	220.3	0	Bueno
P00704	2025-03-17	lunes	A	Mañana	Pollo BBQ	13.3	22.1	197.2	1	Bueno
P00705	2025-05-09	viernes	A	Noche	Vegetariana	9	22.9	214.4	0	Bueno
P00706	2025-03-18	martes	A	Mañana	Vegetariana	13.1	33.2	213.7	0	Regular
P00707	2025-01-21	martes	A	Tarde	Vegetariana	11.6	25.6	199.8	0	Regular
P00708	2025-10-28	martes	A	Tarde	Vegetariana	12.8	25.5	207.4	0	Regular
P00709	2025-10-11	sábado	A	Noche	Pepperoni	9.2	31.8	209.1	1	Bueno
P00710	2025-11-24	lunes	A	Tarde	Vegetariana	14.8	23.8	203	0	Bueno
P00711	2025-05-15	jueves	A	Noche	Pepperoni	14	32.5	202.6	0	Regular
P00712	2025-08-15	viernes	A	Mañana	Pepperoni	14	32	206.5	0	Regular
P00713	2025-01-02	jueves	A	Tarde	Pollo BBQ	11.3	23.9	202.3	0	Regular
P00714	2025-04-13	domingo	A	Noche	Pollo BBQ	13.6	35.9	214.2	0	Regular
P00715	2025-06-21	sábado	A	Tarde	Hawaiana	15.5	28	208.8	0	Bueno
P00716	2025-11-06	jueves	B	Noche	Vegetariana	10.4	22.5	203.7	0	Regular
P00717	2025-01-18	sábado	A	Tarde	Vegetariana	13.7	32.5	220	0	Regular
P00718	2025-04-21	lunes	A	Tarde	Pollo BBQ	16.9	26	201.8	1	Bueno
P00719	2025-05-15	jueves	A	Noche	Pollo BBQ	11.7	22.2	213.2	1	Bueno
P00720	2025-11-30	domingo	A	Tarde	Hawaiana	12.4	30.8	207.6	0	Bueno
P00721	2025-07-04	viernes	B	Noche	Hawaiana	11.8	24	205.2	0	Regular
P00722	2025-06-15	domingo	A	Noche	Pepperoni	12.6	20.4	197	0	Bueno
P00723	2025-01-03	viernes	A	Noche	Hawaiana	11.2	25.8	210.2	0	Bueno
P00724	2025-06-29	domingo	A	Tarde	Vegetariana	13.5	23.7	220.4	1	Bueno
P00725	2025-09-19	viernes	B	Noche	Pepperoni	10.2	31.3	209.4	0	Regular
P00726	2025-10-02	jueves	A	Tarde	Pollo BBQ	11.8	27.2	212.6	0	Bueno
P00727	2025-11-04	martes	B	Mañana	Pollo BBQ	13	35	201.3	0	Regular
P00728	2025-08-17	domingo	A	Tarde	Hawaiana	14.8	32.8	204.1	0	Regular
P00729	2025-09-09	martes	A	Noche	Vegetariana	10.9	21.2	207.8	0	Bueno
P00730	2025-10-16	jueves	A	Tarde	Vegetariana	14.9	32.2	196.9	0	Regular
P00731	2025-06-08	domingo	A	Tarde	Pepperoni	10.4	18.7	191.8	1	Regular
P00732	2025-12-06	sábado	A	Tarde	Pepperoni	13.2	24	218.7	0	Bueno
P00733	2025-01-19	domingo	A	Noche	Pepperoni	13.7	26.8	210	0	Regular
P00734	2025-08-27	miércoles	A	Noche	Pepperoni	13.1	27.7	208.8	0	Bueno
P00735	2025-10-18	sábado	A	Noche	Hawaiana	10.3	33.9	209.7	0	Regular
P00736	2025-12-26	viernes	B	Tarde	Vegetariana	13.6	26.6	214.4	0	Regular
P00737	2025-05-11	domingo	A	Tarde	Hawaiana	15	26.7	212.4	0	Bueno
P00738	2025-03-28	viernes	A	Tarde	Pollo BBQ	15.6	35.7	203.7	0	Bueno
P00739	2025-07-15	martes	A	Tarde	Pollo BBQ	13.8	25.9	221.1	0	Bueno
P00740	2025-05-06	martes	A	Noche	Vegetariana	9.8	21.1	205.3	0	Bueno
P00741	2025-04-11	viernes	A	Tarde	Vegetariana	11.6	24.3	212.2	0	Regular
P00742	2025-04-15	martes	A	Tarde	Pollo BBQ	14.3	27.5	194.2	0	Bueno
P00743	2025-06-08	domingo	B	Tarde	Hawaiana	10.8	29.2	217.1	0	Bueno
P00744	2025-11-28	viernes	B	Tarde	Pepperoni	14.3	25	210.6	0	Bueno
P00745	2025-07-06	domingo	A	Tarde	Pollo BBQ	13.8	33.7	207.6	1	Regular
P00746	2025-03-12	miércoles	A	Noche	Pepperoni	11.7	24.7	215.7	1	Bueno
P00747	2025-02-21	viernes	A	Mañana	Pepperoni	14.1	26.7	222	0	Bueno
P00748	2025-07-08	martes	B	Noche	Vegetariana	11.8	26.7	218.4	0	Regular
P00749	2025-12-12	viernes	A	Noche	Pollo BBQ	13	24.2	208.7	0	Bueno
P00750	2025-09-10	miércoles	A	Mañana	Hawaiana	12.3	18.3	207	0	Regular
P00751	2025-02-25	martes	A	Noche	Hawaiana	13	29.9	205.8	1	Bueno
P00752	2025-07-19	sábado	A	Noche	Pollo BBQ	13.1	26.5	213.2	0	Regular
P00753	2025-03-04	martes	A	Noche	Vegetariana	14.8	32.3	213.3	0	Bueno
P00754	2025-03-06	jueves	A	Tarde	Pepperoni	13.9	30.7	204.1	1	Bueno
P00755	2025-01-17	viernes	A	Mañana	Pollo BBQ	12.5	32.6	218.1	0	Bueno
P00756	2025-07-05	sábado	A	Mañana	Pollo BBQ	11.2	24.2	211.4	0	Bueno
P00757	2025-04-27	domingo	A	Noche	Vegetariana	14.3	29.3	221	0	Bueno
P00758	2025-12-14	domingo	A	Tarde	Vegetariana	13.9	22.5	207.2	0	Bueno
P00759	2025-08-07	jueves	A	Tarde	Pepperoni	11.8	27.9	212	0	Bueno
P00760	2025-01-17	viernes	A	Noche	Hawaiana	13.8	29.9	218.1	0	Regular
P00761	2025-06-18	miércoles	A	Noche	Hawaiana	15.6	27.3	199.6	0	Bueno
P00762	2025-04-13	domingo	A	Tarde	Hawaiana	7.4	24.7	207.8	0	Bueno
P00763	2025-11-13	jueves	B	Mañana	Vegetariana	13.7	21.8	216.3	0	Bueno
P00764	2025-03-05	miércoles	A	Tarde	Pepperoni	11.8	32.9	210.7	2	Bueno
P00765	2025-03-20	jueves	A	Tarde	Vegetariana	10.6	28.6	202.6	0	Bueno
P00766	2025-09-08	lunes	B	Tarde	Vegetariana	12.1	22.8	208.9	1	Regular
P00767	2025-01-07	martes	A	Noche	Hawaiana	13.7	32.3	196.5	0	Bueno
P00768	2025-02-03	lunes	A	Noche	Pollo BBQ	16.1	29.4	204.4	0	Regular
P00769	2025-06-19	jueves	A	Mañana	Pollo BBQ	15.9	32.1	201.8	0	Regular
P00770	2025-10-31	viernes	B	Noche	Vegetariana	12.8	27.1	198.6	0	Bueno
P00771	2025-10-07	martes	A	Tarde	Vegetariana	11	30.8	206.8	1	Regular
P00772	2025-10-22	miércoles	A	Tarde	Pepperoni	11.2	29.3	217.5	0	Regular
P00773	2025-02-04	martes	A	Tarde	Pepperoni	16.9	31	205.7	0	Malo
P00774	2025-07-11	viernes	B	Tarde	Pollo BBQ	12.2	27	213.9	0	Bueno
P00775	2025-06-20	viernes	A	Noche	Pepperoni	11.1	26.2	218.6	0	Bueno
P00776	2025-01-24	viernes	A	Noche	Pollo BBQ	12	24	190	0	Bueno
P00777	2025-11-15	sábado	A	Tarde	Pollo BBQ	14.1	30.7	211.7	0	Bueno
P00778	2025-08-30	sábado	A	Noche	Pepperoni	13.7	27.8	219.4	0	Bueno
P00779	2025-08-08	viernes	A	Noche	Vegetariana	12.1	24.3	210.5	0	Regular
P00780	2025-07-19	sábado	A	Tarde	Pollo BBQ	15.4	31.5	207.2	1	Bueno
P00781	2025-12-03	miércoles	A	Mañana	Hawaiana	11.1	24.2	194.6	0	Bueno
P00782	2025-03-16	domingo	A	Tarde	Hawaiana	14	24.4	214.3	2	Bueno
P00783	2025-12-13	sábado	B	Tarde	Vegetariana	11.2	25.6	212.2	0	Bueno
P00784	2025-06-12	jueves	A	Mañana	Pollo BBQ	14.4	24.6	208.2	1	Bueno
P00785	2025-07-24	jueves	A	Noche	Pollo BBQ	12.5	29.6	197.4	0	Regular
P00786	2025-04-20	domingo	A	Tarde	Pepperoni	10.8	27.6	217	0	Bueno
P00787	2025-12-19	viernes	B	Tarde	Pepperoni	11.3	22	200.7	0	Bueno
P00788	2025-11-18	martes	A	Tarde	Hawaiana	12	32.5	208	0	Bueno
P00789	2025-12-02	martes	A	Noche	Vegetariana	12.7	26.2	217.5	0	Regular
P00790	2025-05-20	martes	A	Mañana	Hawaiana	11.2	20	202.4	0	Regular
P00791	2025-07-29	martes	A	Mañana	Pollo BBQ	12.2	22.8	216.3	0	Bueno
P00792	2025-04-24	jueves	A	Noche	Pollo BBQ	11.9	27.7	216.3	1	Bueno
P00793	2025-06-22	domingo	B	Tarde	Hawaiana	9.4	21	211.4	0	Bueno
P00794	2025-02-15	sábado	A	Noche	Pepperoni	15.4	36.5	215.5	0	Bueno
P00795	2025-07-20	domingo	A	Noche	Pollo BBQ	10.9	27.3	212.6	1	Regular
P00796	2025-03-11	martes	A	Tarde	Pepperoni	10.1	16.4	202.3	0	Bueno
P00797	2025-05-16	viernes	A	Noche	Vegetariana	12.3	29.6	194.7	1	Malo
P00798	2025-07-25	viernes	A	Mañana	Hawaiana	11.1	24.7	205.7	0	Bueno
P00799	2025-11-09	domingo	A	Noche	Vegetariana	13.8	21.4	209.4	0	Bueno
P00800	2025-11-10	lunes	A	Noche	Hawaiana	17.1	37.9	215.8	0	Bueno
P00801	2025-10-22	miércoles	A	Tarde	Pepperoni	12.1	24.4	205.7	1	Bueno
P00802	2025-02-09	domingo	A	Tarde	Vegetariana	12.6	28.2	209.7	0	Bueno
P00803	2025-09-03	miércoles	A	Tarde	Pollo BBQ	10.5	25.8	213	0	Bueno
P00804	2025-09-22	lunes	A	Tarde	Pepperoni	12.4	23.6	202	0	Bueno
P00805	2025-09-13	sábado	A	Tarde	Pollo BBQ	12.1	31.4	210.8	0	Bueno
P00806	2025-01-21	martes	A	Noche	Vegetariana	13.3	31.8	219.8	1	Bueno
P00807	2025-08-24	domingo	A	Noche	Pepperoni	8	25.9	197.5	0	Regular
P00808	2025-08-12	martes	A	Noche	Pollo BBQ	12.9	31.7	216.5	0	Bueno
P00809	2025-08-26	martes	A	Mañana	Hawaiana	11.1	22.2	215.1	0	Bueno
P00810	2025-03-04	martes	A	Noche	Vegetariana	13.3	31.9	203	0	Bueno
P00811	2025-06-01	domingo	A	Noche	Pepperoni	15.1	21.3	205	0	Malo
P00812	2025-05-11	domingo	A	Noche	Vegetariana	13.2	25.4	210	0	Bueno
P00813	2025-10-25	sábado	A	Noche	Hawaiana	12.1	37.7	203.1	0	Regular
P00814	2025-08-29	viernes	A	Noche	Pepperoni	16	26.4	198.2	0	Bueno
P00815	2025-08-02	sábado	A	Tarde	Vegetariana	11.2	30	204	0	Regular
P00816	2025-03-02	domingo	A	Mañana	Pollo BBQ	9.9	23.6	207.3	0	Regular
P00817	2025-04-15	martes	A	Mañana	Pollo BBQ	10.1	23.8	214.8	0	Bueno
P00818	2025-06-03	martes	A	Tarde	Pollo BBQ	16.9	26.1	212.5	0	Bueno
P00819	2025-05-13	martes	A	Tarde	Pollo BBQ	10.3	28	219.7	0	Bueno
P00820	2025-02-11	martes	A	Noche	Vegetariana	12.6	31.5	211.8	1	Regular
P00821	2025-08-08	viernes	A	Tarde	Hawaiana	13.8	29.5	202.3	1	Bueno
P00822	2025-09-13	sábado	A	Noche	Vegetariana	15.8	36.7	206.5	0	Bueno
P00823	2025-11-22	sábado	B	Noche	Vegetariana	6.4	15.6	212.5	0	Bueno
P00824	2025-06-17	martes	A	Noche	Vegetariana	8.2	20.4	205.6	0	Regular
P00825	2025-06-27	viernes	A	Tarde	Hawaiana	11.7	22.7	209.2	0	Bueno
P00826	2025-10-26	domingo	B	Noche	Vegetariana	11	29.8	204.9	0	Bueno
P00827	2025-11-30	domingo	A	Noche	Hawaiana	14.7	26	219.7	1	Regular
P00828	2025-03-11	martes	A	Noche	Pepperoni	10	31.9	207.1	0	Regular
P00829	2025-09-28	domingo	B	Tarde	Pepperoni	13.9	26.9	204.4	1	Bueno
P00830	2025-12-08	lunes	A	Tarde	Vegetariana	13	26	208.6	1	Regular
P00831	2025-04-13	domingo	A	Tarde	Pollo BBQ	10.7	28	205.6	0	Bueno
P00832	2025-01-11	sábado	A	Tarde	Hawaiana	12	17.9	216.1	2	Bueno
P00833	2025-12-06	sábado	A	Tarde	Pollo BBQ	14.8	40.4	204.3	1	Malo
P00834	2025-03-11	martes	A	Mañana	Pollo BBQ	12.1	32.4	206	1	Regular
P00835	2025-02-02	domingo	A	Tarde	Pollo BBQ	11.8	27.6	200.6	1	Bueno
P00836	2025-04-19	sábado	A	Tarde	Vegetariana	12.2	31.9	213	0	Regular
P00837	2025-08-29	viernes	A	Noche	Hawaiana	12.1	28.7	207.4	0	Regular
P00838	2025-07-05	sábado	B	Mañana	Pollo BBQ	13.5	21.3	211.1	1	Bueno
P00839	2025-09-03	miércoles	A	Noche	Vegetariana	14.4	36	214.9	0	Regular
P00840	2025-04-05	sábado	A	Tarde	Vegetariana	11	30.8	221.6	0	Bueno
P00841	2025-03-02	domingo	A	Noche	Vegetariana	11.5	27.9	205.2	0	Bueno
P00842	2025-02-04	martes	A	Tarde	Pollo BBQ	10.8	23.4	202.7	0	Regular
P00843	2025-11-12	miércoles	A	Mañana	Pollo BBQ	11.8	19.6	209.5	1	Bueno
P00844	2025-02-18	martes	A	Noche	Pollo BBQ	14.6	29	212.8	0	Malo
P00845	2025-10-18	sábado	A	Tarde	Vegetariana	14.4	37.1	204	0	Bueno
P00846	2025-10-02	jueves	A	Tarde	Hawaiana	11.8	31	197.2	0	Bueno
P00847	2025-04-27	domingo	B	Noche	Hawaiana	16.2	30	210.6	0	Regular
P00848	2025-09-05	viernes	A	Tarde	Vegetariana	15.9	41.2	201.7	0	Regular
P00849	2025-10-09	jueves	A	Mañana	Hawaiana	11	37	203.3	1	Regular
P00850	2025-04-26	sábado	A	Tarde	Pollo BBQ	11.1	29.2	207.5	0	Bueno
P00851	2025-05-25	domingo	A	Noche	Vegetariana	14.4	30	203.4	0	Bueno
P00852	2025-07-21	lunes	A	Tarde	Pollo BBQ	13.8	27.9	213.8	0	Regular
P00853	2025-10-17	viernes	A	Tarde	Pepperoni	14.9	31.1	215.1	0	Regular
P00854	2025-06-20	viernes	B	Noche	Vegetariana	12.9	32.5	202.1	0	Malo
P00855	2025-12-27	sábado	A	Mañana	Pollo BBQ	9.1	22.8	207	0	Regular
P00856	2025-01-03	viernes	B	Tarde	Hawaiana	12.8	19	220.4	0	Bueno
P00857	2025-09-09	martes	A	Noche	Hawaiana	12	27.3	210.4	1	Bueno
P00858	2025-01-22	miércoles	A	Noche	Pollo BBQ	13.8	24.1	232	0	Regular
P00859	2025-10-08	miércoles	B	Mañana	Hawaiana	10.9	24.6	204	1	Regular
P00860	2025-11-05	miércoles	A	Tarde	Pollo BBQ	12.5	28.8	200	0	Regular
P00861	2025-01-28	martes	A	Noche	Vegetariana	13.4	18.6	220.5	0	Bueno
P00862	2025-06-10	martes	A	Mañana	Vegetariana	8.8	29.9	220.5	0	Regular
P00863	2025-07-17	jueves	A	Tarde	Pepperoni	11.5	24.4	206.3	0	Bueno
P00864	2025-03-23	domingo	A	Tarde	Pepperoni	13.3	35.3	217.3	0	Regular
P00865	2025-06-01	domingo	A	Tarde	Hawaiana	12.8	35.9	219.7	0	Bueno
P00866	2025-08-24	domingo	A	Tarde	Pepperoni	10.9	27.5	208.3	1	Regular
P00867	2025-08-02	sábado	A	Tarde	Pepperoni	14.1	25.2	209.6	0	Regular
P00868	2025-03-12	miércoles	A	Noche	Pollo BBQ	14.3	28.9	204.2	0	Bueno
P00869	2025-08-17	domingo	B	Noche	Pollo BBQ	10.8	28.2	202.9	1	Regular
P00870	2025-10-12	domingo	A	Noche	Hawaiana	12.9	24.3	205.1	1	Bueno
P00871	2025-02-04	martes	A	Tarde	Pepperoni	14.7	28.7	200.7	0	Bueno
P00872	2025-08-10	domingo	A	Noche	Pollo BBQ	8.8	22.4	209	0	Bueno
P00873	2025-06-08	domingo	A	Mañana	Vegetariana	9.5	17.7	209.4	0	Bueno
P00874	2025-03-02	domingo	A	Noche	Pepperoni	10.2	28.5	199.8	0	Bueno
P00875	2025-08-09	sábado	B	Tarde	Vegetariana	13.7	29.7	210.7	0	Regular
P00876	2025-10-28	martes	A	Noche	Pollo BBQ	13.4	29.5	215.6	0	Regular
P00877	2025-04-01	martes	A	Tarde	Vegetariana	9	23.8	221	0	Bueno
P00878	2025-02-18	martes	A	Noche	Pollo BBQ	10	21.7	218.7	1	Bueno
P00879	2025-09-21	domingo	B	Mañana	Hawaiana	12.9	22	220.8	0	Bueno
P00880	2025-11-29	sábado	A	Noche	Hawaiana	9.6	31.3	206.8	0	Bueno
P00881	2025-04-07	lunes	A	Noche	Pollo BBQ	11.2	29.4	214.9	1	Bueno
P00882	2025-11-15	sábado	A	Mañana	Vegetariana	12	34.8	212.8	0	Bueno
P00883	2025-11-07	viernes	A	Noche	Vegetariana	11.8	28.6	208	0	Bueno
P00884	2025-10-26	domingo	A	Noche	Hawaiana	14.3	32.5	203.8	0	Bueno
P00885	2025-10-19	domingo	A	Noche	Vegetariana	12.7	22.9	216.4	0	Regular
P00886	2025-07-04	viernes	A	Noche	Vegetariana	14.2	31	210.3	0	Regular
P00887	2025-06-03	martes	A	Tarde	Pepperoni	11.4	26.4	200.5	0	Bueno
P00888	2025-08-07	jueves	A	Mañana	Vegetariana	12	18.6	216.3	0	Bueno
P00889	2025-07-29	martes	A	Noche	Pollo BBQ	12.3	29.4	204	1	Bueno
P00890	2025-03-15	sábado	A	Tarde	Pollo BBQ	11.9	24.3	219.9	0	Bueno
